diag3_code,diag3_desc,admissions,emergency_admissions,year,summary_code,summary_desc
D32,Benign neoplasm of meninges,3391.0,1365.0,2020-2021,D10-D36,Benign neoplasms
D33,Benign neoplasm of brain and other parts of central nervous system,1546.0,277.0,2020-2021,D10-D36,Benign neoplasms
D34,Benign neoplasm of thyroid gland,1112.0,9.0,2020-2021,D10-D36,Benign neoplasms
D35,Benign neoplasm of other and unspecified endocrine glands,5796.0,505.0,2020-2021,D10-D36,Benign neoplasms
D36,Benign neoplasm of other and unspecified sites,1788.0,109.0,2020-2021,D10-D36,Benign neoplasms
D37,Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs,6617.0,982.0,2020-2021,D37-D48,Neoplasms of uncertain or unknown behaviour
D38,Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs,912.0,148.0,2020-2021,D37-D48,Neoplasms of uncertain or unknown behaviour
‡ D39,Neoplasm of uncertain or unknown behaviour of female genital organs,1595.0,205.0,2020-2021,,
‡ D40,Neoplasm of uncertain or unknown behaviour of male genital organs,385.0,58.0,2020-2021,,
D41,Neoplasm of uncertain or unknown behaviour of urinary organs,3929.0,274.0,2020-2021,D37-D48,Neoplasms of uncertain or unknown behaviour
D42,Neoplasm of uncertain or unknown behaviour of meninges,130.0,74.0,2020-2021,D37-D48,Neoplasms of uncertain or unknown behaviour
D43,Neoplasm of uncertain or unknown behaviour of brain and central nervous system,2036.0,1332.0,2020-2021,D37-D48,Neoplasms of uncertain or unknown behaviour
D44,Neoplasm of uncertain or unknown behaviour of endocrine glands,1165.0,188.0,2020-2021,D37-D48,Neoplasms of uncertain or unknown behaviour
D45,Polycythaemia vera,11287.0,157.0,2020-2021,D37-D48,Neoplasms of uncertain or unknown behaviour
D46,Myelodysplastic syndromes,52088.0,2028.0,2020-2021,D37-D48,Neoplasms of uncertain or unknown behaviour
D47,"Other neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue",15559.0,799.0,2020-2021,D37-D48,Neoplasms of uncertain or unknown behaviour
D48,Neoplasm of uncertain or unknown behaviour of other and unspecified sites,4013.0,342.0,2020-2021,D37-D48,Neoplasms of uncertain or unknown behaviour
D50,Iron deficiency anaemia,111235.0,29646.0,2020-2021,D50-D53,Nutritional anaemias
D51,Vitamin B12 deficiency anaemia,503.0,241.0,2020-2021,D50-D53,Nutritional anaemias
D52,Folate deficiency anaemia,2880.0,1285.0,2020-2021,D50-D53,Nutritional anaemias
D53,Other nutritional anaemias,329.0,247.0,2020-2021,D50-D53,Nutritional anaemias
D55,Anaemia due to enzyme disorders,350.0,65.0,2020-2021,D55-D59,Haemolytic anaemias
D56,Thalassaemia,15226.0,247.0,2020-2021,D55-D59,Haemolytic anaemias
D57,Sickle-cell disorders,24675.0,8891.0,2020-2021,D55-D59,Haemolytic anaemias
D58,Other hereditary haemolytic anaemias,1392.0,310.0,2020-2021,D55-D59,Haemolytic anaemias
D59,Acquired haemolytic anaemia,5088.0,835.0,2020-2021,D55-D59,Haemolytic anaemias
D60,Acquired pure red cell aplasia [erythroblastopenia],848.0,38.0,2020-2021,D60-D64,Aplastic and other anaemias
D61,Other aplastic anaemias,14550.0,2685.0,2020-2021,D60-D64,Aplastic and other anaemias
D62,Acute posthaemorrhagic anaemia,170.0,156.0,2020-2021,D60-D64,Aplastic and other anaemias
D63,Anaemia in chronic diseases classified elsewhere,9702.0,2300.0,2020-2021,D60-D64,Aplastic and other anaemias
D64,Other anaemias,59744.0,18603.0,2020-2021,D60-D64,Aplastic and other anaemias
D65,Disseminated intravascular coagulation [defibrination syndrome],74.0,41.0,2020-2021,D65-D69,"Coagulation defects, purpura and other haemorrhagic conditions"
D66,Hereditary factor VIII deficiency,2090.0,243.0,2020-2021,D65-D69,"Coagulation defects, purpura and other haemorrhagic conditions"
D67,Hereditary factor IX deficiency,335.0,49.0,2020-2021,D65-D69,"Coagulation defects, purpura and other haemorrhagic conditions"
D68,Other coagulation defects,2460.0,475.0,2020-2021,D65-D69,"Coagulation defects, purpura and other haemorrhagic conditions"
D69,Purpura and other haemorrhagic conditions,18919.0,5295.0,2020-2021,D65-D69,"Coagulation defects, purpura and other haemorrhagic conditions"
D70,Agranulocytosis,5419.0,3620.0,2020-2021,D70-D77,Other diseases of blood and blood-forming organs
D71,Functional disorders of polymorphonuclear neutrophils,135.0,27.0,2020-2021,D70-D77,Other diseases of blood and blood-forming organs
D72,Other disorders of white blood cells,983.0,291.0,2020-2021,D70-D77,Other diseases of blood and blood-forming organs
D73,Diseases of spleen,646.0,463.0,2020-2021,D70-D77,Other diseases of blood and blood-forming organs
D74,Methaemoglobinaemia,138.0,110.0,2020-2021,D70-D77,Other diseases of blood and blood-forming organs
D75,Other diseases of blood and blood-forming organs,13698.0,354.0,2020-2021,D70-D77,Other diseases of blood and blood-forming organs
D76,Other specified diseases with participation of lymphoreticular and reticulohistiocytic tissue,643.0,100.0,2020-2021,D70-D77,Other diseases of blood and blood-forming organs
D80,Immunodeficiency with predominantly antibody defects,13104.0,59.0,2020-2021,D80-D89,Certain disorders involving the immune mechanism
D81,Combined immunodeficiencies,693.0,43.0,2020-2021,D80-D89,Certain disorders involving the immune mechanism
D82,Immunodeficiency associated with other major defects,337.0,42.0,2020-2021,D80-D89,Certain disorders involving the immune mechanism
D83,Common variable immunodeficiency,6226.0,12.0,2020-2021,D80-D89,Certain disorders involving the immune mechanism
D84,Other immunodeficiencies,2139.0,322.0,2020-2021,D80-D89,Certain disorders involving the immune mechanism
D86,Sarcoidosis,2490.0,492.0,2020-2021,D80-D89,Certain disorders involving the immune mechanism
D89,"Other disorders involving the immune mechanism, not elsewhere classified",1022.0,97.0,2020-2021,D80-D89,Certain disorders involving the immune mechanism
E00,Congenital iodine-deficiency syndrome,1.0,0.0,2020-2021,E00-E07,Disorders of thyroid gland
E01,Iodine-deficiency-related thyroid disorders and allied conditions,2.0,0.0,2020-2021,E00-E07,Disorders of thyroid gland
E02,Subclinical iodine-deficiency hypothyroidism,44.0,35.0,2020-2021,E00-E07,Disorders of thyroid gland
E03,Other hypothyroidism,2072.0,885.0,2020-2021,E00-E07,Disorders of thyroid gland
E04,Other nontoxic goitre,4750.0,376.0,2020-2021,E00-E07,Disorders of thyroid gland
E05,Thyrotoxicosis [hyperthyroidism],4628.0,2325.0,2020-2021,E00-E07,Disorders of thyroid gland
E06,Thyroiditis,510.0,230.0,2020-2021,E00-E07,Disorders of thyroid gland
E07,Other disorders of thyroid,341.0,47.0,2020-2021,E00-E07,Disorders of thyroid gland
E10,Type 1 diabetes mellitus,25030.0,23060.0,2020-2021,E10-E14,Diabetes Mellitus
E11,Type 2 diabetes mellitus,27637.0,24194.0,2020-2021,E10-E14,Diabetes Mellitus
E12,Malnutrition-related diabetes mellitus,9.0,9.0,2020-2021,E10-E14,Diabetes Mellitus
E13,Other specified diabetes mellitus,457.0,406.0,2020-2021,E10-E14,Diabetes Mellitus
E14,Unspecified diabetes mellitus,1678.0,1402.0,2020-2021,E10-E14,Diabetes Mellitus
E15,Nondiabetic hypoglycaemic coma,7.0,6.0,2020-2021,E15-E16,Other disorders of glucose regulation and pancreatic internal secretion
E16,Other disorders of pancreatic internal secretion,13037.0,11828.0,2020-2021,E15-E16,Other disorders of glucose regulation and pancreatic internal secretion
E20,Hypoparathyroidism,187.0,53.0,2020-2021,E20-E35,Disorders of other endocrine glands
E21,Hyperparathyroidism and other disorders of parathyroid gland,2234.0,674.0,2020-2021,E20-E35,Disorders of other endocrine glands
E22,Hyperfunction of pituitary gland,3686.0,1190.0,2020-2021,E20-E35,Disorders of other endocrine glands
E23,Hypofunction and other disorders of pituitary gland,2839.0,375.0,2020-2021,E20-E35,Disorders of other endocrine glands
E24,Cushing syndrome,703.0,67.0,2020-2021,E20-E35,Disorders of other endocrine glands
E25,Adrenogenital disorders,454.0,66.0,2020-2021,E20-E35,Disorders of other endocrine glands
E26,Hyperaldosteronism,433.0,33.0,2020-2021,E20-E35,Disorders of other endocrine glands
E27,Other disorders of adrenal gland,5754.0,1773.0,2020-2021,E20-E35,Disorders of other endocrine glands
‡ E28,Ovarian dysfunction,1028.0,549.0,2020-2021,,
‡ E29,Testicular dysfunction,977.0,17.0,2020-2021,,
E30,"Disorders of puberty, not elsewhere classified",2571.0,71.0,2020-2021,E20-E35,Disorders of other endocrine glands
E31,Polyglandular dysfunction,28.0,7.0,2020-2021,E20-E35,Disorders of other endocrine glands
E32,Diseases of thymus,107.0,11.0,2020-2021,E20-E35,Disorders of other endocrine glands
E34,Other endocrine disorders,1806.0,102.0,2020-2021,E20-E35,Disorders of other endocrine glands
E40,Kwashiorkor,1.0,1.0,2020-2021,E40-E46,Malnutrition
E41,Nutritional marasmus,18.0,18.0,2020-2021,E40-E46,Malnutrition
E42,Marasmic kwashiorkor,1.0,1.0,2020-2021,E40-E46,Malnutrition
E43,Unspecified severe protein-energy malnutrition,94.0,85.0,2020-2021,E40-E46,Malnutrition
E44,Protein-energy malnutrition of moderate and mild degree,4.0,3.0,2020-2021,E40-E46,Malnutrition
E45,Retarded development following protein-energy malnutrition,1.0,0.0,2020-2021,E40-E46,Malnutrition
E46,Unspecified protein-energy malnutrition,673.0,536.0,2020-2021,E40-E46,Malnutrition
E50,Vitamin A deficiency,35.0,7.0,2020-2021,E50-E64,Other nutritional deficiencies
E51,Thiamine deficiency,274.0,232.0,2020-2021,E50-E64,Other nutritional deficiencies
E52,Niacin deficiency [pellagra],2.0,2.0,2020-2021,E50-E64,Other nutritional deficiencies
E53,Deficiency of other B group vitamins,1112.0,511.0,2020-2021,E50-E64,Other nutritional deficiencies
E54,Ascorbic acid deficiency,7.0,6.0,2020-2021,E50-E64,Other nutritional deficiencies
E55,Vitamin D deficiency,728.0,364.0,2020-2021,E50-E64,Other nutritional deficiencies
E56,Other vitamin deficiencies,106.0,20.0,2020-2021,E50-E64,Other nutritional deficiencies
E58,Dietary calcium deficiency,16.0,13.0,2020-2021,E50-E64,Other nutritional deficiencies
E59,Dietary selenium deficiency,9.0,1.0,2020-2021,E50-E64,Other nutritional deficiencies
E60,Dietary zinc deficiency,4.0,1.0,2020-2021,E50-E64,Other nutritional deficiencies
E61,Deficiency of other nutrient elements,4145.0,350.0,2020-2021,E50-E64,Other nutritional deficiencies
E63,Other nutritional deficiencies,85.0,62.0,2020-2021,E50-E64,Other nutritional deficiencies
E64,Sequelae of malnutrition and other nutritional deficiencies,2.0,0.0,2020-2021,E50-E64,Other nutritional deficiencies
E65,Localized adiposity,28.0,15.0,2020-2021,E65-E68,Obesity and other hyperalimentation
E66,Obesity,4048.0,488.0,2020-2021,E65-E68,Obesity and other hyperalimentation
E67,Other hyperalimentation,19.0,15.0,2020-2021,E65-E68,Obesity and other hyperalimentation
E70,Disorders of aromatic amino-acid metabolism,90.0,12.0,2020-2021,E70-E90,Metabolic disorders
E71,Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism,370.0,171.0,2020-2021,E70-E90,Metabolic disorders
E72,Other disorders of amino-acid metabolism,396.0,185.0,2020-2021,E70-E90,Metabolic disorders
E73,Lactose intolerance,157.0,77.0,2020-2021,E70-E90,Metabolic disorders
E74,Other disorders of carbohydrate metabolism,560.0,48.0,2020-2021,E70-E90,Metabolic disorders
E75,Disorders of sphingolipid metabolism and other lipid storage disorders,1031.0,45.0,2020-2021,E70-E90,Metabolic disorders
E76,Disorders of glycosaminoglycan metabolism,453.0,12.0,2020-2021,E70-E90,Metabolic disorders
E77,Disorders of glycoprotein metabolism,38.0,7.0,2020-2021,E70-E90,Metabolic disorders
E78,Disorders of lipoprotein metabolism and other lipidaemias,849.0,254.0,2020-2021,E70-E90,Metabolic disorders
E79,Disorders of purine and pyrimidine metabolism,10.0,6.0,2020-2021,E70-E90,Metabolic disorders
E80,Disorders of porphyrin and bilirubin metabolism,708.0,302.0,2020-2021,E70-E90,Metabolic disorders
E83,Disorders of mineral metabolism,85776.0,13997.0,2020-2021,E70-E90,Metabolic disorders
E84,Cystic fibrosis,6761.0,1611.0,2020-2021,E70-E90,Metabolic disorders
E85,Amyloidosis,3288.0,463.0,2020-2021,E70-E90,Metabolic disorders
E86,Volume depletion,8628.0,7917.0,2020-2021,E70-E90,Metabolic disorders
E87,"Other disorders of fluid, electrolyte and acid-base balance",47275.0,43516.0,2020-2021,E70-E90,Metabolic disorders
E88,Other metabolic disorders,969.0,521.0,2020-2021,E70-E90,Metabolic disorders
E89,"Postprocedural endocrine and metabolic disorders, not elsewhere classified",571.0,94.0,2020-2021,E70-E90,Metabolic disorders
E90,Nutritional and metabolic disorders in diseases classified elsewhere,4.0,3.0,2020-2021,E70-E90,Metabolic disorders
F00,Dementia in Alzheimer disease,1357.0,1065.0,2020-2021,F00-F09,"Organic, including symptomatic, mental disorders"
F01,Vascular dementia,2821.0,2529.0,2020-2021,F00-F09,"Organic, including symptomatic, mental disorders"
F02,Dementia in other diseases classified elsewhere,251.0,204.0,2020-2021,F00-F09,"Organic, including symptomatic, mental disorders"
F03,Unspecified dementia,4156.0,3889.0,2020-2021,F00-F09,"Organic, including symptomatic, mental disorders"
F04,"Organic amnesic syndrome, not induced by alcohol and other psychoactive substances",12.0,9.0,2020-2021,F00-F09,"Organic, including symptomatic, mental disorders"
F05,"Delirium, not induced by alcohol and other psychoactive substances",24737.0,24026.0,2020-2021,F00-F09,"Organic, including symptomatic, mental disorders"
F06,Other mental disorders due to brain damage and dysfunction and to physical disease,2937.0,532.0,2020-2021,F00-F09,"Organic, including symptomatic, mental disorders"
F07,"Personality and behavioural disorders due to brain disease, damage and dysfunction",511.0,476.0,2020-2021,F00-F09,"Organic, including symptomatic, mental disorders"
F09,Unspecified organic or symptomatic mental disorder,51.0,39.0,2020-2021,F00-F09,"Organic, including symptomatic, mental disorders"
F10,Mental and behavioural disorders due to use of alcohol,39684.0,39015.0,2020-2021,F10-F19,Mental and behavioural disorders due to psychoactive subst.
F11,Mental and behavioural disorders due to use of opioids,851.0,764.0,2020-2021,F10-F19,Mental and behavioural disorders due to psychoactive subst.
F12,Mental and behavioural disorders due to use of cannabinoids,1256.0,1099.0,2020-2021,F10-F19,Mental and behavioural disorders due to psychoactive subst.
F13,Mental and behavioural disorders due to use of sedatives or hypnotics,346.0,334.0,2020-2021,F10-F19,Mental and behavioural disorders due to psychoactive subst.
F14,Mental and behavioural disorders due to use of cocaine,656.0,627.0,2020-2021,F10-F19,Mental and behavioural disorders due to psychoactive subst.
F15,"Mental and behavioural disorders due to use of other stimulants, including caffeine",464.0,447.0,2020-2021,F10-F19,Mental and behavioural disorders due to psychoactive subst.
F16,Mental and behavioural disorders due to use of hallucinogens,167.0,166.0,2020-2021,F10-F19,Mental and behavioural disorders due to psychoactive subst.
F17,Mental and behavioural disorders due to use of tobacco,514.0,275.0,2020-2021,F10-F19,Mental and behavioural disorders due to psychoactive subst.
F18,Mental and behavioural disorders due to use of volatile solvents,15.0,13.0,2020-2021,F10-F19,Mental and behavioural disorders due to psychoactive subst.
F19,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,3324.0,2981.0,2020-2021,F10-F19,Mental and behavioural disorders due to psychoactive subst.
F20,Schizophrenia,7543.0,5722.0,2020-2021,F20-F29,"Schizophrenia, schizotypal and delusional disorders"
F21,Schizotypal disorder,49.0,41.0,2020-2021,F20-F29,"Schizophrenia, schizotypal and delusional disorders"
F22,Persistent delusional disorders,1433.0,1264.0,2020-2021,F20-F29,"Schizophrenia, schizotypal and delusional disorders"
F23,Acute and transient psychotic disorders,2958.0,2538.0,2020-2021,F20-F29,"Schizophrenia, schizotypal and delusional disorders"
F24,Induced delusional disorder,7.0,6.0,2020-2021,F20-F29,"Schizophrenia, schizotypal and delusional disorders"
F25,Schizoaffective disorders,2903.0,2136.0,2020-2021,F20-F29,"Schizophrenia, schizotypal and delusional disorders"
F28,Other nonorganic psychotic disorders,78.0,65.0,2020-2021,F20-F29,"Schizophrenia, schizotypal and delusional disorders"
F29,Unspecified nonorganic psychosis,3516.0,2846.0,2020-2021,F20-F29,"Schizophrenia, schizotypal and delusional disorders"
F30,Manic episode,792.0,673.0,2020-2021,F30-F39,Mood [affective] disorders
F31,Bipolar affective disorder,5309.0,4138.0,2020-2021,F30-F39,Mood [affective] disorders
F32,Depressive episode,8451.0,7261.0,2020-2021,F30-F39,Mood [affective] disorders
F33,Recurrent depressive disorder,1394.0,1033.0,2020-2021,F30-F39,Mood [affective] disorders
F34,Persistent mood [affective] disorders,101.0,80.0,2020-2021,F30-F39,Mood [affective] disorders
F38,Other mood [affective] disorders,53.0,29.0,2020-2021,F30-F39,Mood [affective] disorders
F39,Unspecified mood [affective] disorder,109.0,93.0,2020-2021,F30-F39,Mood [affective] disorders
F40,Phobic anxiety disorders,67.0,41.0,2020-2021,F40-F48,"Neurotic, stress-related and somatoform disorders"
F41,Other anxiety disorders,12313.0,11764.0,2020-2021,F40-F48,"Neurotic, stress-related and somatoform disorders"
F42,Obsessive-compulsive disorder,282.0,210.0,2020-2021,F40-F48,"Neurotic, stress-related and somatoform disorders"
F43,"Reaction to severe stress, and adjustment disorders",2995.0,2464.0,2020-2021,F40-F48,"Neurotic, stress-related and somatoform disorders"
F44,Dissociative [conversion] disorders,2650.0,2265.0,2020-2021,F40-F48,"Neurotic, stress-related and somatoform disorders"
F45,Somatoform disorders,849.0,484.0,2020-2021,F40-F48,"Neurotic, stress-related and somatoform disorders"
F48,Other neurotic disorders,42.0,38.0,2020-2021,F40-F48,"Neurotic, stress-related and somatoform disorders"
F50,Eating disorders,4597.0,3737.0,2020-2021,F50-F59,Behavioural syndromes associated with physiological disturbances and physical factors
F51,Nonorganic sleep disorders,162.0,52.0,2020-2021,F50-F59,Behavioural syndromes associated with physiological disturbances and physical factors
F52,"Sexual dysfunction, not caused by organic disorder or disease",133.0,8.0,2020-2021,F50-F59,Behavioural syndromes associated with physiological disturbances and physical factors
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",257.0,139.0,2020-2021,F50-F59,Behavioural syndromes associated with physiological disturbances and physical factors
F54,Psychological and behavioural factors associated with disorders or diseases classified elsewhere,32.0,24.0,2020-2021,F50-F59,Behavioural syndromes associated with physiological disturbances and physical factors
F55,Abuse of non-dependence-producing substances,10.0,10.0,2020-2021,F50-F59,Behavioural syndromes associated with physiological disturbances and physical factors
F59,Unspecified behavioural syndromes associated with physiological disturbances and physical factors,9.0,7.0,2020-2021,F50-F59,Behavioural syndromes associated with physiological disturbances and physical factors
F60,Specific personality disorders,6081.0,4969.0,2020-2021,F60-F69,Disorders of adult personality and behaviour
F61,Mixed and other personality disorders,290.0,221.0,2020-2021,F60-F69,Disorders of adult personality and behaviour
F62,"Enduring personality changes, not attributable to brain damage and disease",23.0,19.0,2020-2021,F60-F69,Disorders of adult personality and behaviour
F63,Habit and impulse disorders,14.0,11.0,2020-2021,F60-F69,Disorders of adult personality and behaviour
F64,Gender identity disorders,721.0,11.0,2020-2021,F60-F69,Disorders of adult personality and behaviour
F65,Disorders of sexual preference,2.0,0.0,2020-2021,F60-F69,Disorders of adult personality and behaviour
F66,Psychological and behavioural disorders associated with sexual development and orientation,3.0,0.0,2020-2021,F60-F69,Disorders of adult personality and behaviour
F68,Other disorders of adult personality and behaviour,33.0,30.0,2020-2021,F60-F69,Disorders of adult personality and behaviour
F69,Unspecified disorder of adult personality and behaviour,29.0,26.0,2020-2021,F60-F69,Disorders of adult personality and behaviour
F70,Mild mental retardation,146.0,105.0,2020-2021,F70-F79,Mental retardation
F71,Moderate mental retardation,45.0,25.0,2020-2021,F70-F79,Mental retardation
F72,Severe mental retardation,28.0,13.0,2020-2021,F70-F79,Mental retardation
F73,Profound mental retardation,3.0,3.0,2020-2021,F70-F79,Mental retardation
F78,Other mental retardation,1.0,1.0,2020-2021,F70-F79,Mental retardation
F79,Unspecified mental retardation,55.0,35.0,2020-2021,F70-F79,Mental retardation
F80,Specific developmental disorders of speech and language,258.0,102.0,2020-2021,F80-F89,Disorders of psychological development
F81,Specific developmental disorders of scholastic skills,128.0,59.0,2020-2021,F80-F89,Disorders of psychological development
F82,Specific developmental disorder of motor function,104.0,16.0,2020-2021,F80-F89,Disorders of psychological development
F83,Mixed specific developmental disorders,46.0,3.0,2020-2021,F80-F89,Disorders of psychological development
F84,Pervasive developmental disorders,840.0,461.0,2020-2021,F80-F89,Disorders of psychological development
F88,Other disorders of psychological development,12.0,1.0,2020-2021,F80-F89,Disorders of psychological development
F89,Unspecified disorder of psychological development,459.0,48.0,2020-2021,F80-F89,Disorders of psychological development
F90,Hyperkinetic disorders,232.0,178.0,2020-2021,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence
F91,Conduct disorders,161.0,142.0,2020-2021,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence
F92,Mixed disorders of conduct and emotions,59.0,37.0,2020-2021,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence
F93,Emotional disorders with onset specific to childhood,41.0,27.0,2020-2021,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence
F94,Disorders of social functioning with onset specific to childhood and adolescence,32.0,24.0,2020-2021,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence
F95,Tic disorders,658.0,598.0,2020-2021,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,282.0,183.0,2020-2021,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence
F99,"Mental disorder, not otherwise specified",618.0,527.0,2020-2021,F99-F99,Unspecified mental disorder
G00,"Bacterial meningitis, not elsewhere classified",691.0,496.0,2020-2021,G00-G09,Inflammatory diseases of the central nervous system
G01,Meningitis in bacterial diseases classified elsewhere,8.0,7.0,2020-2021,G00-G09,Inflammatory diseases of the central nervous system
G02,Meningitis in other infectious and parasitic diseases classified elsewhere,20.0,19.0,2020-2021,G00-G09,Inflammatory diseases of the central nervous system
G03,Meningitis due to other and unspecified causes,654.0,541.0,2020-2021,G00-G09,Inflammatory diseases of the central nervous system
G04,"Encephalitis, myelitis and encephalomyelitis",2147.0,1437.0,2020-2021,G00-G09,Inflammatory diseases of the central nervous system
G05,"Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere",47.0,32.0,2020-2021,G00-G09,Inflammatory diseases of the central nervous system
G06,Intracranial and intraspinal abscess and granuloma,1124.0,677.0,2020-2021,G00-G09,Inflammatory diseases of the central nervous system
G07,Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere,3.0,3.0,2020-2021,G00-G09,Inflammatory diseases of the central nervous system
G08,Intracranial and intraspinal phlebitis and thrombophlebitis,719.0,609.0,2020-2021,G00-G09,Inflammatory diseases of the central nervous system
G10,Huntington disease,186.0,127.0,2020-2021,G10-G14,Systemic atrophies primarily affecting the central nervous system
G11,Hereditary ataxia,507.0,159.0,2020-2021,G10-G14,Systemic atrophies primarily affecting the central nervous system
G12,Spinal muscular atrophy and related syndromes,3261.0,712.0,2020-2021,G10-G14,Systemic atrophies primarily affecting the central nervous system
G13,Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere,80.0,22.0,2020-2021,G10-G14,Systemic atrophies primarily affecting the central nervous system
G14,Postpolio syndrome,16.0,5.0,2020-2021,G10-G14,Systemic atrophies primarily affecting the central nervous system
G20,Parkinson disease,5224.0,3654.0,2020-2021,G20-G26,Extrapyramidal & movement disorders (incl. Parkinsonism).
G21,Secondary parkinsonism,329.0,304.0,2020-2021,G20-G26,Extrapyramidal & movement disorders (incl. Parkinsonism).
G23,Other degenerative diseases of basal ganglia,450.0,324.0,2020-2021,G20-G26,Extrapyramidal & movement disorders (incl. Parkinsonism).
G24,Dystonia,2519.0,559.0,2020-2021,G20-G26,Extrapyramidal & movement disorders (incl. Parkinsonism).
G25,Other extrapyramidal and movement disorders,2575.0,1106.0,2020-2021,G20-G26,Extrapyramidal & movement disorders (incl. Parkinsonism).
G30,Alzheimer disease,4317.0,3830.0,2020-2021,G30-G32,Other degenerative diseases (incl. Alzheimer).
G31,"Other degenerative diseases of nervous system, not elsewhere classified",1429.0,1113.0,2020-2021,G30-G32,Other degenerative diseases (incl. Alzheimer).
G32,Other degenerative disorders of nervous system in diseases classified elsewhere,32.0,23.0,2020-2021,G30-G32,Other degenerative diseases (incl. Alzheimer).
G35,Multiple sclerosis,46012.0,2012.0,2020-2021,G35-G37,Demyelinating diseases (incl Multiple Sclerosis) of the CNS.
G36,Other acute disseminated demyelination,581.0,134.0,2020-2021,G35-G37,Demyelinating diseases (incl Multiple Sclerosis) of the CNS.
G37,Other demyelinating diseases of central nervous system,1277.0,469.0,2020-2021,G35-G37,Demyelinating diseases (incl Multiple Sclerosis) of the CNS.
G40,Epilepsy,34324.0,28739.0,2020-2021,G40-G47,Episodic and paroxysmal disorders
G41,Status epilepticus,3614.0,3445.0,2020-2021,G40-G47,Episodic and paroxysmal disorders
G43,Migraine,27728.0,22099.0,2020-2021,G40-G47,Episodic and paroxysmal disorders
G44,Other headache syndromes,7313.0,6190.0,2020-2021,G40-G47,Episodic and paroxysmal disorders
G45,Transient cerebral ischaemic attacks and related syndromes,19221.0,18673.0,2020-2021,G40-G47,Episodic and paroxysmal disorders
G46,Vascular syndromes of brain in cerebrovascular diseases,81.0,64.0,2020-2021,G40-G47,Episodic and paroxysmal disorders
G47,Sleep disorders,13804.0,934.0,2020-2021,G40-G47,Episodic and paroxysmal disorders
G50,Disorders of trigeminal nerve,1991.0,955.0,2020-2021,G50-G59,"Nerve, nerve root and plexus disorders"
G51,Facial nerve disorders,4723.0,3745.0,2020-2021,G50-G59,"Nerve, nerve root and plexus disorders"
G52,Disorders of other cranial nerves,186.0,109.0,2020-2021,G50-G59,"Nerve, nerve root and plexus disorders"
G53,Cranial nerve disorders in diseases classified elsewhere,131.0,53.0,2020-2021,G50-G59,"Nerve, nerve root and plexus disorders"
G54,Nerve root and plexus disorders,967.0,289.0,2020-2021,G50-G59,"Nerve, nerve root and plexus disorders"
G55,Nerve root and plexus compressions in diseases classified elsewhere,4671.0,1255.0,2020-2021,G50-G59,"Nerve, nerve root and plexus disorders"
G56,Mononeuropathies of upper limb,25155.0,547.0,2020-2021,G50-G59,"Nerve, nerve root and plexus disorders"
G57,Mononeuropathies of lower limb,2258.0,197.0,2020-2021,G50-G59,"Nerve, nerve root and plexus disorders"
G58,Other mononeuropathies,1196.0,414.0,2020-2021,G50-G59,"Nerve, nerve root and plexus disorders"
G59,Mononeuropathy in diseases classified elsewhere,14.0,11.0,2020-2021,G50-G59,"Nerve, nerve root and plexus disorders"
G60,Hereditary and idiopathic neuropathy,366.0,89.0,2020-2021,G60-G64,Polyneuropathies and other disorders of the peripheral nervous system
G61,Inflammatory polyneuropathy,18061.0,774.0,2020-2021,G60-G64,Polyneuropathies and other disorders of the peripheral nervous system
G62,Other polyneuropathies,8868.0,1449.0,2020-2021,G60-G64,Polyneuropathies and other disorders of the peripheral nervous system
G63,Polyneuropathy in diseases classified elsewhere,339.0,123.0,2020-2021,G60-G64,Polyneuropathies and other disorders of the peripheral nervous system
G64,Other disorders of peripheral nervous system,11.0,2.0,2020-2021,G60-G64,Polyneuropathies and other disorders of the peripheral nervous system
G70,Myasthenia gravis and other myoneural disorders,3646.0,787.0,2020-2021,G70-G73,Diseases of myoneural junction and muscle
G71,Primary disorders of muscles,2017.0,158.0,2020-2021,G70-G73,Diseases of myoneural junction and muscle
G72,Other myopathies,957.0,307.0,2020-2021,G70-G73,Diseases of myoneural junction and muscle
G73,Disorders of myoneural junction and muscle in diseases classified elsewhere,76.0,14.0,2020-2021,G70-G73,Diseases of myoneural junction and muscle
