diag3_code,diag3_desc,admissions,emergency_admissions,year,summary_code,summary_desc
K45,Other abdominal hernia,466.0,385.0,2020-2021,K40-K46,Hernia
K46,Unspecified abdominal hernia,770.0,579.0,2020-2021,K40-K46,Hernia
K50,Crohn disease [regional enteritis],123138.0,8810.0,2020-2021,K50-K52,Noninfective enteritis & colitis
K51,Ulcerative colitis,99772.0,8039.0,2020-2021,K50-K52,Noninfective enteritis & colitis
K52,Other noninfective gastroenteritis and colitis,36148.0,8262.0,2020-2021,K50-K52,Noninfective enteritis & colitis
K55,Vascular disorders of intestine,7258.0,5094.0,2020-2021,K55-K64,Other diseases of intestines
K56,Paralytic ileus and intestinal obstruction without hernia,36489.0,32948.0,2020-2021,K55-K64,Other diseases of intestines
K57,Diverticular disease of intestine,100703.0,28538.0,2020-2021,K55-K64,Other diseases of intestines
K58,Irritable bowel syndrome,4719.0,2013.0,2020-2021,K55-K64,Other diseases of intestines
K59,Other functional intestinal disorders,63167.0,47960.0,2020-2021,K55-K64,Other diseases of intestines
K60,Fissure and fistula of anal and rectal regions,16213.0,3939.0,2020-2021,K55-K64,Other diseases of intestines
K61,Abscess of anal and rectal regions,19428.0,16668.0,2020-2021,K55-K64,Other diseases of intestines
K62,Other diseases of anus and rectum,54143.0,6541.0,2020-2021,K55-K64,Other diseases of intestines
K63,Other diseases of intestine,76682.0,4527.0,2020-2021,K55-K64,Other diseases of intestines
K64,Haemorrhoids and perianal venous thrombosis,59704.0,5223.0,2020-2021,K55-K64,Other diseases of intestines
K65,Peritonitis,4124.0,3471.0,2020-2021,K65-K67,Diseases of peritoneum
K66,Other disorders of peritoneum,2777.0,1343.0,2020-2021,K65-K67,Diseases of peritoneum
K67,Disorders of peritoneum in infectious diseases classified elsewhere,1.0,0.0,2020-2021,K65-K67,Diseases of peritoneum
K70,Alcoholic liver disease,25015.0,16522.0,2020-2021,K70-K77,Diseases of liver
K71,Toxic liver disease,681.0,476.0,2020-2021,K70-K77,Diseases of liver
K72,"Hepatic failure, not elsewhere classified",3108.0,2650.0,2020-2021,K70-K77,Diseases of liver
K73,"Chronic hepatitis, not elsewhere classified",172.0,23.0,2020-2021,K70-K77,Diseases of liver
K74,Fibrosis and cirrhosis of liver,7324.0,2755.0,2020-2021,K70-K77,Diseases of liver
K75,Other inflammatory liver diseases,4748.0,2517.0,2020-2021,K70-K77,Diseases of liver
K76,Other diseases of liver,6938.0,2675.0,2020-2021,K70-K77,Diseases of liver
K77,Liver disorders in diseases classified elsewhere,8.0,5.0,2020-2021,K70-K77,Diseases of liver
K80,Cholelithiasis,103354.0,58288.0,2020-2021,K80-K87,"Disorders of gall bladder, biliary tract & pancreas"
K81,Cholecystitis,15578.0,11139.0,2020-2021,K80-K87,"Disorders of gall bladder, biliary tract & pancreas"
K82,Other diseases of gallbladder,2743.0,1350.0,2020-2021,K80-K87,"Disorders of gall bladder, biliary tract & pancreas"
K83,Other diseases of biliary tract,16624.0,10350.0,2020-2021,K80-K87,"Disorders of gall bladder, biliary tract & pancreas"
K85,Acute pancreatitis,31021.0,28718.0,2020-2021,K80-K87,"Disorders of gall bladder, biliary tract & pancreas"
K86,Other diseases of pancreas,10358.0,5295.0,2020-2021,K80-K87,"Disorders of gall bladder, biliary tract & pancreas"
K87,"Disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere",1.0,1.0,2020-2021,K80-K87,"Disorders of gall bladder, biliary tract & pancreas"
K90,Intestinal malabsorption,5740.0,1851.0,2020-2021,K90-K93,Other diseases of the digestive system
K91,"Postprocedural disorders of digestive system, not elsewhere classified",11529.0,7389.0,2020-2021,K90-K93,Other diseases of the digestive system
K92,Other diseases of digestive system,86612.0,48328.0,2020-2021,K90-K93,Other diseases of the digestive system
K93,Disorders of other digestive organs in diseases classified elsewhere,6.0,4.0,2020-2021,K90-K93,Other diseases of the digestive system
L00,Staphylococcal scalded skin syndrome,85.0,80.0,2020-2021,L00-L08,Infections of the skin and subcutaneous tissue
L01,Impetigo,521.0,488.0,2020-2021,L00-L08,Infections of the skin and subcutaneous tissue
L02,"Cutaneous abscess, furuncle and carbuncle",35642.0,31363.0,2020-2021,L00-L08,Infections of the skin and subcutaneous tissue
L03,Cellulitis,72249.0,64023.0,2020-2021,L00-L08,Infections of the skin and subcutaneous tissue
L04,Acute lymphadenitis,1298.0,1011.0,2020-2021,L00-L08,Infections of the skin and subcutaneous tissue
L05,Pilonidal cyst,17095.0,12255.0,2020-2021,L00-L08,Infections of the skin and subcutaneous tissue
L08,Other local infections of skin and subcutaneous tissue,4665.0,3367.0,2020-2021,L00-L08,Infections of the skin and subcutaneous tissue
L10,Pemphigus,347.0,72.0,2020-2021,L10-L14,Bullous disorders
L11,Other acantholytic disorders,107.0,4.0,2020-2021,L10-L14,Bullous disorders
L12,Pemphigoid,1005.0,466.0,2020-2021,L10-L14,Bullous disorders
L13,Other bullous disorders,124.0,60.0,2020-2021,L10-L14,Bullous disorders
L14,Bullous disorders in diseases classified elsewhere,1.0,1.0,2020-2021,L10-L14,Bullous disorders
L20,Atopic dermatitis,945.0,320.0,2020-2021,L20-L30,Dermatitis and eczema
L21,Seborrhoeic dermatitis,158.0,137.0,2020-2021,L20-L30,Dermatitis and eczema
L22,Diaper [napkin] dermatitis,286.0,275.0,2020-2021,L20-L30,Dermatitis and eczema
L23,Allergic contact dermatitis,414.0,315.0,2020-2021,L20-L30,Dermatitis and eczema
L24,Irritant contact dermatitis,143.0,127.0,2020-2021,L20-L30,Dermatitis and eczema
L25,Unspecified contact dermatitis,287.0,254.0,2020-2021,L20-L30,Dermatitis and eczema
L26,Exfoliative dermatitis,48.0,43.0,2020-2021,L20-L30,Dermatitis and eczema
L27,Dermatitis due to substances taken internally,1992.0,1721.0,2020-2021,L20-L30,Dermatitis and eczema
L28,Lichen simplex chronicus and prurigo,650.0,77.0,2020-2021,L20-L30,Dermatitis and eczema
L29,Pruritus,841.0,478.0,2020-2021,L20-L30,Dermatitis and eczema
L30,Other dermatitis,4718.0,3279.0,2020-2021,L20-L30,Dermatitis and eczema
L40,Psoriasis,5492.0,867.0,2020-2021,L40-L45,Papulosquamous disorders (including Psoriasis)
L41,Parapsoriasis,27.0,5.0,2020-2021,L40-L45,Papulosquamous disorders (including Psoriasis)
L42,Pityriasis rosea,31.0,25.0,2020-2021,L40-L45,Papulosquamous disorders (including Psoriasis)
L43,Lichen planus,1211.0,26.0,2020-2021,L40-L45,Papulosquamous disorders (including Psoriasis)
L44,Other papulosquamous disorders,93.0,25.0,2020-2021,L40-L45,Papulosquamous disorders (including Psoriasis)
L50,Urticaria,5932.0,2431.0,2020-2021,L50-L54,Urticaria and erythems
L51,Erythema multiforme,621.0,567.0,2020-2021,L50-L54,Urticaria and erythems
L52,Erythema nodosum,304.0,259.0,2020-2021,L50-L54,Urticaria and erythems
L53,Other erythematous conditions,1389.0,1139.0,2020-2021,L50-L54,Urticaria and erythems
L55,Sunburn,164.0,155.0,2020-2021,L55-L59,Radiation-related disorders of the skin and subcutaneous tissue
L56,Other acute skin changes due to ultraviolet radiation,170.0,41.0,2020-2021,L55-L59,Radiation-related disorders of the skin and subcutaneous tissue
L57,Skin changes due to chronic exposure to nonionizing radiation,9793.0,43.0,2020-2021,L55-L59,Radiation-related disorders of the skin and subcutaneous tissue
L58,Radiodermatitis,22.0,14.0,2020-2021,L55-L59,Radiation-related disorders of the skin and subcutaneous tissue
L59,Other disorders of skin and subcutaneous tissue related to radiation,109.0,36.0,2020-2021,L55-L59,Radiation-related disorders of the skin and subcutaneous tissue
L60,Nail disorders,3092.0,311.0,2020-2021,L60-L75,Disorders of skin appendages
L63,Alopecia areata,87.0,3.0,2020-2021,L60-L75,Disorders of skin appendages
L64,Androgenic alopecia,22.0,0.0,2020-2021,L60-L75,Disorders of skin appendages
L65,Other nonscarring hair loss,160.0,18.0,2020-2021,L60-L75,Disorders of skin appendages
L66,Cicatricial alopecia [scarring hair loss],122.0,8.0,2020-2021,L60-L75,Disorders of skin appendages
L67,Hair colour and hair shaft abnormalities,1.0,1.0,2020-2021,L60-L75,Disorders of skin appendages
L68,Hypertrichosis,82.0,3.0,2020-2021,L60-L75,Disorders of skin appendages
L70,Acne,151.0,61.0,2020-2021,L60-L75,Disorders of skin appendages
L71,Rosacea,168.0,18.0,2020-2021,L60-L75,Disorders of skin appendages
L72,Follicular cysts of skin and subcutaneous tissue,19768.0,9574.0,2020-2021,L60-L75,Disorders of skin appendages
L73,Other follicular disorders,2628.0,1046.0,2020-2021,L60-L75,Disorders of skin appendages
L74,Eccrine sweat disorders,86.0,66.0,2020-2021,L60-L75,Disorders of skin appendages
L75,Apocrine sweat disorders,6.0,2.0,2020-2021,L60-L75,Disorders of skin appendages
L80,Vitiligo,15.0,2.0,2020-2021,L80-L99,Other disorders of the skin and subcutaneous tissue
L81,Other disorders of pigmentation,2063.0,83.0,2020-2021,L80-L99,Other disorders of the skin and subcutaneous tissue
L82,Seborrhoeic keratosis,6885.0,24.0,2020-2021,L80-L99,Other disorders of the skin and subcutaneous tissue
L83,Acanthosis nigricans,191.0,8.0,2020-2021,L80-L99,Other disorders of the skin and subcutaneous tissue
L84,Corns and callosities,107.0,30.0,2020-2021,L80-L99,Other disorders of the skin and subcutaneous tissue
L85,Other epidermal thickening,3330.0,58.0,2020-2021,L80-L99,Other disorders of the skin and subcutaneous tissue
L87,Transepidermal elimination disorders,20.0,3.0,2020-2021,L80-L99,Other disorders of the skin and subcutaneous tissue
L88,Pyoderma gangrenosum,481.0,146.0,2020-2021,L80-L99,Other disorders of the skin and subcutaneous tissue
L89,Decubitus ulcer and pressure area,2686.0,2357.0,2020-2021,L80-L99,Other disorders of the skin and subcutaneous tissue
L90,Atrophic disorders of skin,3882.0,200.0,2020-2021,L80-L99,Other disorders of the skin and subcutaneous tissue
L91,Hypertrophic disorders of skin,1691.0,62.0,2020-2021,L80-L99,Other disorders of the skin and subcutaneous tissue
L92,Granulomatous disorders of skin and subcutaneous tissue,1741.0,460.0,2020-2021,L80-L99,Other disorders of the skin and subcutaneous tissue
L93,Lupus erythematosus,182.0,33.0,2020-2021,L80-L99,Other disorders of the skin and subcutaneous tissue
L94,Other localized connective tissue disorders,532.0,31.0,2020-2021,L80-L99,Other disorders of the skin and subcutaneous tissue
L95,"Vasculitis limited to skin, not elsewhere classified",659.0,429.0,2020-2021,L80-L99,Other disorders of the skin and subcutaneous tissue
L97,"Ulcer of lower limb, not elsewhere classified",11216.0,8864.0,2020-2021,L80-L99,Other disorders of the skin and subcutaneous tissue
L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",23834.0,1827.0,2020-2021,L80-L99,Other disorders of the skin and subcutaneous tissue
L99,Other disorders of skin and subcutaneous tissue in diseases classified elsewhere,25.0,6.0,2020-2021,L80-L99,Other disorders of the skin and subcutaneous tissue
M00,Pyogenic arthritis,3813.0,3270.0,2020-2021,M00-M25,Arthropathies
M01,Direct infections of joint in infectious and parasitic diseases classified elsewhere,15.0,12.0,2020-2021,M00-M25,Arthropathies
M02,Reactive arthropathies,536.0,460.0,2020-2021,M00-M25,Arthropathies
M03,Postinfective and reactive arthropathies in diseases classified elsewhere,12.0,7.0,2020-2021,M00-M25,Arthropathies
M05,Seropositive rheumatoid arthritis,19377.0,345.0,2020-2021,M00-M25,Arthropathies
M06,Other rheumatoid arthritis,28925.0,1496.0,2020-2021,M00-M25,Arthropathies
M07,Psoriatic and enteropathic arthropathies,2134.0,78.0,2020-2021,M00-M25,Arthropathies
M08,Juvenile arthritis,9746.0,282.0,2020-2021,M00-M25,Arthropathies
M09,Juvenile arthritis in diseases classified elsewhere,345.0,4.0,2020-2021,M00-M25,Arthropathies
M10,Gout,5395.0,4931.0,2020-2021,M00-M25,Arthropathies
M11,Other crystal arthropathies,1850.0,1759.0,2020-2021,M00-M25,Arthropathies
M12,Other specific arthropathies,383.0,49.0,2020-2021,M00-M25,Arthropathies
M13,Other arthritis,4962.0,1264.0,2020-2021,M00-M25,Arthropathies
M14,Arthropathies in other diseases classified elsewhere,283.0,52.0,2020-2021,M00-M25,Arthropathies
M15,Polyarthrosis,8788.0,995.0,2020-2021,M00-M25,Arthropathies
M16,Coxarthrosis [arthrosis of hip],33933.0,2077.0,2020-2021,M00-M25,Arthropathies
M17,Gonarthrosis [arthrosis of knee],37638.0,3251.0,2020-2021,M00-M25,Arthropathies
M18,Arthrosis of first carpometacarpal joint,3311.0,33.0,2020-2021,M00-M25,Arthropathies
M19,Other arthrosis,15494.0,1190.0,2020-2021,M00-M25,Arthropathies
M20,Acquired deformities of fingers and toes,8682.0,122.0,2020-2021,M00-M25,Arthropathies
M21,Other acquired deformities of limbs,3303.0,582.0,2020-2021,M00-M25,Arthropathies
M22,Disorders of patella,1089.0,77.0,2020-2021,M00-M25,Arthropathies
M23,Internal derangement of knee,21428.0,671.0,2020-2021,M00-M25,Arthropathies
M24,Other specific joint derangements,7004.0,1056.0,2020-2021,M00-M25,Arthropathies
M25,"Other joint disorders, not elsewhere classified",58618.0,39696.0,2020-2021,M00-M25,Arthropathies
M30,Polyarteritis nodosa and related conditions,1300.0,451.0,2020-2021,M30-M36,Systemic connective tissue disorders
M31,Other necrotizing vasculopathies,7900.0,2138.0,2020-2021,M30-M36,Systemic connective tissue disorders
M32,Systemic lupus erythematosus,5157.0,549.0,2020-2021,M30-M36,Systemic connective tissue disorders
M33,Dermatopolymyositis,3160.0,224.0,2020-2021,M30-M36,Systemic connective tissue disorders
M34,Systemic sclerosis,1834.0,99.0,2020-2021,M30-M36,Systemic connective tissue disorders
M35,Other systemic involvement of connective tissue,4307.0,895.0,2020-2021,M30-M36,Systemic connective tissue disorders
M36,Systemic disorders of connective tissue in diseases classified elsewhere,15.0,13.0,2020-2021,M30-M36,Systemic connective tissue disorders
M40,Kyphosis and lordosis,191.0,51.0,2020-2021,M40-M54,Dorsopathies
M41,Scoliosis,2476.0,178.0,2020-2021,M40-M54,Dorsopathies
M42,Spinal osteochondrosis,23.0,7.0,2020-2021,M40-M54,Dorsopathies
M43,Other deforming dorsopathies,3166.0,892.0,2020-2021,M40-M54,Dorsopathies
M45,Ankylosing spondylitis,3533.0,94.0,2020-2021,M40-M54,Dorsopathies
M46,Other inflammatory spondylopathies,4755.0,2002.0,2020-2021,M40-M54,Dorsopathies
M47,Spondylosis,14181.0,2786.0,2020-2021,M40-M54,Dorsopathies
M48,Other spondylopathies,13739.0,4491.0,2020-2021,M40-M54,Dorsopathies
M49,Spondylopathies in diseases classified elsewhere,337.0,184.0,2020-2021,M40-M54,Dorsopathies
M50,Cervical disc disorders,5704.0,1430.0,2020-2021,M40-M54,Dorsopathies
M51,Other intervertebral disc disorders,35583.0,13755.0,2020-2021,M40-M54,Dorsopathies
M53,"Other dorsopathies, not elsewhere classified",1912.0,239.0,2020-2021,M40-M54,Dorsopathies
M54,Dorsalgia,83249.0,50589.0,2020-2021,M40-M54,Dorsopathies
M60,Myositis,2204.0,1249.0,2020-2021,M60-M79,Soft tissue disorders
M61,Calcification and ossification of muscle,54.0,9.0,2020-2021,M60-M79,Soft tissue disorders
M62,Other disorders of muscle,4166.0,2894.0,2020-2021,M60-M79,Soft tissue disorders
M63,Disorders of muscle in diseases classified elsewhere,32.0,4.0,2020-2021,M60-M79,Soft tissue disorders
M65,Synovitis and tenosynovitis,8043.0,1726.0,2020-2021,M60-M79,Soft tissue disorders
M66,Spontaneous rupture of synovium and tendon,1431.0,822.0,2020-2021,M60-M79,Soft tissue disorders
M67,Other disorders of synovium and tendon,4985.0,1098.0,2020-2021,M60-M79,Soft tissue disorders
M68,Disorders of synovium and tendon in diseases classified elsewhere,1.0,1.0,2020-2021,M60-M79,Soft tissue disorders
M70,"Soft tissue disorders related to use, overuse and pressure",5029.0,2809.0,2020-2021,M60-M79,Soft tissue disorders
M71,Other bursopathies,3146.0,2482.0,2020-2021,M60-M79,Soft tissue disorders
M72,Fibroblastic disorders,8245.0,762.0,2020-2021,M60-M79,Soft tissue disorders
M73,Soft tissue disorders in diseases classified elsewhere,1.0,1.0,2020-2021,M60-M79,Soft tissue disorders
M75,Shoulder lesions,15371.0,969.0,2020-2021,M60-M79,Soft tissue disorders
M76,"Enthesopathies of lower limb, excluding foot",1277.0,246.0,2020-2021,M60-M79,Soft tissue disorders
M77,Other enthesopathies,2475.0,284.0,2020-2021,M60-M79,Soft tissue disorders
M79,"Other soft tissue disorders, not elsewhere classified",89456.0,73088.0,2020-2021,M60-M79,Soft tissue disorders
M80,Osteoporosis with pathological fracture,6557.0,3025.0,2020-2021,M80-M94,Osteopathies and chondropathies
M81,Osteoporosis without pathological fracture,26358.0,286.0,2020-2021,M80-M94,Osteopathies and chondropathies
M82,Osteoporosis in diseases classified elsewhere,22.0,2.0,2020-2021,M80-M94,Osteopathies and chondropathies
M83,Adult osteomalacia,29.0,14.0,2020-2021,M80-M94,Osteopathies and chondropathies
M84,Disorders of continuity of bone,7106.0,2282.0,2020-2021,M80-M94,Osteopathies and chondropathies
M85,Other disorders of bone density and structure,2271.0,127.0,2020-2021,M80-M94,Osteopathies and chondropathies
M86,Osteomyelitis,10152.0,5919.0,2020-2021,M80-M94,Osteopathies and chondropathies
M87,Osteonecrosis,1498.0,393.0,2020-2021,M80-M94,Osteopathies and chondropathies
M88,Paget disease of bone [osteitis deformans],260.0,20.0,2020-2021,M80-M94,Osteopathies and chondropathies
M89,Other disorders of bone,3158.0,610.0,2020-2021,M80-M94,Osteopathies and chondropathies
M90,Osteopathies in diseases classified elsewhere,1801.0,1449.0,2020-2021,M80-M94,Osteopathies and chondropathies
M91,Juvenile osteochondrosis of hip and pelvis,324.0,55.0,2020-2021,M80-M94,Osteopathies and chondropathies
M92,Other juvenile osteochondrosis,313.0,53.0,2020-2021,M80-M94,Osteopathies and chondropathies
M93,Other osteochondropathies,854.0,196.0,2020-2021,M80-M94,Osteopathies and chondropathies
M94,Other disorders of cartilage,7384.0,6702.0,2020-2021,M80-M94,Osteopathies and chondropathies
M95,Other acquired deformities of musculoskeletal system and connective tissue,342.0,39.0,2020-2021,M95-M99,Other disorders of the musculoskeletal system & conn. tiss.
M96,"Postprocedural musculoskeletal disorders, not elsewhere classified",7542.0,5760.0,2020-2021,M95-M99,Other disorders of the musculoskeletal system & conn. tiss.
M99,"Biomechanical lesions, not elsewhere classified",267.0,51.0,2020-2021,M95-M99,Other disorders of the musculoskeletal system & conn. tiss.
N00,Acute nephritic syndrome,70.0,43.0,2020-2021,N00-N08,Glomerular diseases
N01,Rapidly progressive nephritic syndrome,39.0,9.0,2020-2021,N00-N08,Glomerular diseases
N02,Recurrent and persistent haematuria,1955.0,579.0,2020-2021,N00-N08,Glomerular diseases
N03,Chronic nephritic syndrome,205.0,40.0,2020-2021,N00-N08,Glomerular diseases
N04,Nephrotic syndrome,4003.0,1622.0,2020-2021,N00-N08,Glomerular diseases
N05,Unspecified nephritic syndrome,1001.0,336.0,2020-2021,N00-N08,Glomerular diseases
N06,Isolated proteinuria with specified morphological lesion,44.0,8.0,2020-2021,N00-N08,Glomerular diseases
N07,"Hereditary nephropathy, not elsewhere classified",13.0,4.0,2020-2021,N00-N08,Glomerular diseases
N08,Glomerular disorders in diseases classified elsewhere,397.0,77.0,2020-2021,N00-N08,Glomerular diseases
N10,Acute tubulo-interstitial nephritis,3332.0,2990.0,2020-2021,N10-N16,Renal tubulo-interstitial diseases
N11,Chronic tubulo-interstitial nephritis,539.0,330.0,2020-2021,N10-N16,Renal tubulo-interstitial diseases
N12,"Tubulo-interstitial nephritis, not specified as acute or chronic",17972.0,16680.0,2020-2021,N10-N16,Renal tubulo-interstitial diseases
N13,Obstructive and reflux uropathy,44794.0,28196.0,2020-2021,N10-N16,Renal tubulo-interstitial diseases
N14,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions,112.0,74.0,2020-2021,N10-N16,Renal tubulo-interstitial diseases
N15,Other renal tubulo-interstitial diseases,649.0,509.0,2020-2021,N10-N16,Renal tubulo-interstitial diseases
N16,Renal tubulo-interstitial disorders in diseases classified elsewhere,69.0,33.0,2020-2021,N10-N16,Renal tubulo-interstitial diseases
N17,Acute renal failure,51397.0,47541.0,2020-2021,N17-N19,Renal failure
N18,Chronic kidney disease,33200.0,7748.0,2020-2021,N17-N19,Renal failure
N19,Unspecified kidney failure,675.0,273.0,2020-2021,N17-N19,Renal failure
N20,Calculus of kidney and ureter,55510.0,21197.0,2020-2021,N20-N23,Urolithiasis
N21,Calculus of lower urinary tract,6116.0,2329.0,2020-2021,N20-N23,Urolithiasis
N23,Unspecified renal colic,4415.0,4279.0,2020-2021,N20-N23,Urolithiasis
N25,Disorders resulting from impaired renal tubular function,258.0,118.0,2020-2021,N25-N29,Other disorders of kidney & ureter
N26,Unspecified contracted kidney,266.0,40.0,2020-2021,N25-N29,Other disorders of kidney & ureter
N27,Small kidney of unknown cause,53.0,7.0,2020-2021,N25-N29,Other disorders of kidney & ureter
N28,"Other disorders of kidney and ureter, not elsewhere classified",4587.0,1588.0,2020-2021,N25-N29,Other disorders of kidney & ureter
N29,Other disorders of kidney and ureter in diseases classified elsewhere,14.0,2.0,2020-2021,N25-N29,Other disorders of kidney & ureter
N30,Cystitis,11880.0,1276.0,2020-2021,N30-N39,Other diseases of the urinary system
N31,"Neuromuscular dysfunction of bladder, not elsewhere classified",2795.0,200.0,2020-2021,N30-N39,Other diseases of the urinary system
N32,Other disorders of bladder,22180.0,3080.0,2020-2021,N30-N39,Other diseases of the urinary system
N33,Bladder disorders in diseases classified elsewhere,1.0,0.0,2020-2021,N30-N39,Other diseases of the urinary system
N34,Urethritis and urethral syndrome,358.0,133.0,2020-2021,N30-N39,Other diseases of the urinary system
N35,Urethral stricture,11454.0,896.0,2020-2021,N30-N39,Other diseases of the urinary system
N36,Other disorders of urethra,1471.0,325.0,2020-2021,N30-N39,Other diseases of the urinary system
N37,Urethral disorders in diseases classified elsewhere,1.0,0.0,2020-2021,N30-N39,Other diseases of the urinary system
N39,Other disorders of urinary system,129464.0,116326.0,2020-2021,N30-N39,Other diseases of the urinary system
‡ N40,Hyperplasia of prostate,19810.0,3984.0,2020-2021,,
‡ N41,Inflammatory diseases of prostate,3004.0,942.0,2020-2021,,
‡ N42,Other disorders of prostate,1628.0,104.0,2020-2021,,
‡ N43,Hydrocele and spermatocele,4758.0,1291.0,2020-2021,,
‡ N44,Torsion of testis,4292.0,4030.0,2020-2021,,
‡ N45,Orchitis and epididymitis,10166.0,9608.0,2020-2021,,
N46,Male infertility,188.0,2.0,2020-2021,,
‡ N47,"Redundant prepuce, phimosis and paraphimosis",12544.0,2046.0,2020-2021,,
‡ N48,Other disorders of penis,7415.0,2890.0,2020-2021,,
‡ N49,"Inflammatory disorders of male genital organs, not elsewhere classified",2048.0,1859.0,2020-2021,,
‡ N50,Other disorders of male genital organs,13407.0,10260.0,2020-2021,,
‡ N51,Disorders of male genital organs in diseases classified elsewhere,16.0,13.0,2020-2021,,
N60,Benign mammary dysplasia,2817.0,418.0,2020-2021,N60-N64,Disorders of breast
N61,Inflammatory disorders of breast,4534.0,3837.0,2020-2021,N60-N64,Disorders of breast
N62,Hypertrophy of breast,474.0,31.0,2020-2021,N60-N64,Disorders of breast
N63,Unspecified lump in breast,1467.0,468.0,2020-2021,N60-N64,Disorders of breast
N64,Other disorders of breast,2758.0,816.0,2020-2021,N60-N64,Disorders of breast
‡ N70,Salpingitis and oophoritis,2681.0,1743.0,2020-2021,,
N71,"Inflammatory disease of uterus, except cervix",620.0,292.0,2020-2021,,
‡ N72,Inflammatory disease of cervix uteri,514.0,58.0,2020-2021,,
‡ N73,Other female pelvic inflammatory diseases,5620.0,3970.0,2020-2021,,
N74,Female pelvic inflammatory disorders in diseases classified elsewhere,25.0,22.0,2020-2021,,
‡ N75,Diseases of Bartholin gland,4138.0,3094.0,2020-2021,,
‡ N76,Other inflammation of vagina and vulva,3131.0,2476.0,2020-2021,,
N77,Vulvovaginal ulceration and inflammation in diseases classified elsewhere,38.0,34.0,2020-2021,,
‡ N80,Endometriosis,13675.0,2987.0,2020-2021,,
‡ N81,Female genital prolapse,9326.0,1032.0,2020-2021,,
N82,Fistulae involving female genital tract,906.0,357.0,2020-2021,,
‡ N83,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",16642.0,10310.0,2020-2021,,
‡ N84,Polyp of female genital tract,16048.0,326.0,2020-2021,,
‡ N85,"Other noninflammatory disorders of uterus, except cervix",4334.0,376.0,2020-2021,,
N86,Erosion and ectropion of cervix uteri,572.0,64.0,2020-2021,,
N87,Dysplasia of cervix uteri,2996.0,21.0,2020-2021,,
N88,Other noninflammatory disorders of cervix uteri,1001.0,84.0,2020-2021,,
N89,Other noninflammatory disorders of vagina,2337.0,908.0,2020-2021,,
‡ N90,Other noninflammatory disorders of vulva and perineum,3288.0,686.0,2020-2021,,
‡ N91,"Absent, scanty and rare menstruation",283.0,83.0,2020-2021,,
‡ N92,"Excessive, frequent and irregular menstruation",17590.0,5738.0,2020-2021,,
‡ N93,Other abnormal uterine and vaginal bleeding,11399.0,8583.0,2020-2021,,
‡ N94,Pain and other conditions associated with female genital organs and menstrual cycle,4694.0,2711.0,2020-2021,,
‡ N95,Menopausal and other perimenopausal disorders,9476.0,1329.0,2020-2021,,
N96,Habitual aborter,102.0,2.0,2020-2021,,
‡ N97,Female infertility,6626.0,24.0,2020-2021,,
‡ N98,Complications associated with artificial fertilization,481.0,459.0,2020-2021,,
N99,"Postprocedural disorders of genitourinary system, not elsewhere classified",3041.0,1751.0,2020-2021,N99,Other disorders of the genitourinary system
O00,Ectopic pregnancy,10003.0,8886.0,2020-2021,,
O01,Hydatidiform mole,596.0,282.0,2020-2021,,
O02,Other abnormal products of conception,16395.0,7206.0,2020-2021,,
‡ O03,Spontaneous abortion,30681.0,20372.0,2020-2021,,
O04,Medical abortion,25522.0,7017.0,2020-2021,,
O05,Other abortion,19.0,9.0,2020-2021,,
O06,Unspecified abortion,44.0,22.0,2020-2021,,
O07,Failed attempted abortion,189.0,105.0,2020-2021,,
O08,Complications following abortion and ectopic and molar pregnancy,1840.0,1547.0,2020-2021,,
O10,"Pre-existing hypertension complicating pregnancy, childbirth and the puerperium",2818.0,97.0,2020-2021,O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium"
O11,Pre-eclampsia superimposed on chronic hypertension,498.0,8.0,2020-2021,O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium"
O12,Gestational [pregnancy-induced] oedema and proteinuria without hypertension,2398.0,121.0,2020-2021,O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium"
O13,Gestational [pregnancy-induced] hypertension,12501.0,233.0,2020-2021,O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium"
O14,Pre-eclampsia,11498.0,228.0,2020-2021,O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium"
O15,Eclampsia,217.0,15.0,2020-2021,O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium"
O16,Unspecified maternal hypertension,4752.0,130.0,2020-2021,O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium"
‡ O20,Haemorrhage in early pregnancy,29791.0,19928.0,2020-2021,,
‡ O21,Excessive vomiting in pregnancy,30540.0,20928.0,2020-2021,,
O22,Venous complications and haemorrhoids in pregnancy,1151.0,310.0,2020-2021,,
O23,Infections of genitourinary tract in pregnancy,14494.0,2282.0,2020-2021,,
O24,Diabetes mellitus in pregnancy,21353.0,314.0,2020-2021,,
O25,Malnutrition in pregnancy,11.0,2.0,2020-2021,,
